Signature,Block Time,Human Time,Action,From,To,Amount,Flow,Value,Decimals,Token Address, Multiplier
2bBt7WtHakFawJSmzMZgW3UQuuv6bPFCWxqgsG2Eb2DYprSth2K8uXsHTA5xFDy4QyD4KVN8EoHPqRKSDB2akd1C,1758616752,2025-09-23T08:39:12.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3169992000000,in,697358.79,9,SOL,1.0
5d6tB7FA1miyA4BCBC7scYR4n6fZo5FdMnsmYbY7AeyV5kfWFQQck9GJiVb7kkNYAX4CJCy8DBTtzok2vMkmUJUv,1758616506,2025-09-23T08:35:06.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,18378000000000,in,4045319.93,9,SOL,1.0
5ffQpNyr4HopeeRsYe3ZuZ7gmwbqPgDr82Bk2ziY4GVbBikjxV15fi9YvQekhdxK6g8rZ3gzvLmHc2GqxrRcecsP,1758616071,2025-09-23T08:27:51.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,12091000000000,in,2660636.03,9,SOL,1.0
5fajjWuuDUycD7itaumGLoHpowTFVtDqzPYw1CKDSbfjStviBcEwJDmVN3NRLXvgcNwVqy5PDAbKyGMQUqEn7cfW,1758614188,2025-09-23T07:56:28.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2275997300000,in,498555.47,9,SOL,1.0
4ioUVFkfk7jEdhhCKPErD6bDPFhSioQbYsdxyRWvxHTnq3WBZcptAFxkrb3shG4pueFNEWz8zusy3TZoieoh9sWo,1758612864,2025-09-23T07:34:24.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,14251000000000,in,3119608.66,9,SOL,1.0
2frEhb4LH8hdy2mgHMfjLe3tamuwBf2hozHmo366rqPrgBxBMzdUfpzRV9ntiroJQFseGp7cSPZNbe5AjspeHSbZ,1758611454,2025-09-23T07:10:54.000Z,TRANSFER,4raqd4tCEnm2yGeUocVqPgN2MPB1W6A3EZfC8LoMChvf,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,475992000000,in,104159.31,9,SOL,1.0
2P7u8WfRfcBmqjAqWSVYSPG5E16tPRXKbe3raPZcPEWgogRTQwCvR5Mo12C13bgNcrWBidfQu1LwKi9jXPoEEuRv,1758609761,2025-09-23T06:42:41.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,5571995000000,in,1219919.13,9,SOL,1.0
4D36VZHCqZCYcMtcorRBZHhUb9BfUQ9pCXY2nfaYrEyfVn2eyXiMgknXyfLpMW5FF9uCRvAY23drMYokNqiyfggX,1758609485,2025-09-23T06:38:05.000Z,TRANSFER,5g7yNHyGLJ7fiQ9SN9mf47opDnMjc585kqXWt6d7aBWs,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,6492999900000,in,1427116.22,9,SOL,1.0
2vKufnxyD5L6uAiujNPAwgwatdXgKpWA2GU2zpkVWWf6NAJZqc4avG7NrZ9HsvNKB8DEpU3oPAS2PkTEmxn7Qfbe,1758608811,2025-09-23T06:26:51.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,9761000000000,in,2133520.93,9,SOL,1.0
2mve4KCeqVgKJP1BwV4zpVKAf7PChhGzcJzMZKdaabSjWqQq2MF6f35BDQVhXCSMEgeoerUHvNjFnWp3ncY8veiq,1758608641,2025-09-23T06:24:01.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,4954995000000,in,1082264.53,9,SOL,1.0
Y5jCpG4ZFuAbjBF24nubiSFHcGLrNHpj6UTEh6Z2aDGfV8qC9VZ5hmNLFELPhxC83C8FXwHBq7occc1PukeUmZn,1758605205,2025-09-23T05:26:45.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,10663000000000,in,2310141.45,9,SOL,1.0
3qy89YUEn7Xt6JNFiXyXbKSG1Cuu819enEKpp6SEdignh6U7zENXrdLsLNrSeLXqpJoZ24S4Yo1siygkJUjxy2F7,1758604401,2025-09-23T05:13:21.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,9734000000000,in,2097405.45,9,SOL,1.0
3wWmWrXpDMbiikz7Lf89qZoi57Y6SJVV8NrKfM87P7rwZ5VMyGhohvocFgdmh1SnHv6D1PqVSQWnWSDGxu1VVcVa,1758603943,2025-09-23T05:05:43.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,4981995000000,in,1072602.5,9,SOL,1.0
5iyM3osrnXLSunJ2Q52fqqw4wzffVxvjXX9B77UHa6fS5npb48z6JX48LrqUadhPFvfD3ok84tZ8a3Vi3hxaLRdY,1758600770,2025-09-23T04:12:50.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,5047995000000,in,1090872.02,9,SOL,1.0
5JAJXWDA8P1AUYEVRko1MbnGQjBaG8XCdH2MdrofQZKR3ziJsZWVcrYkm6PfcJZB7wP5VLFPGSNJpep1sDeM2nPx,1758599259,2025-09-23T03:47:39.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,4859995000000,in,1054662.88,9,SOL,1.0
5fgahdFbhvsiyxTr8JLqBj1RRe4jYdLrwDwLTRLUxseg3QyFT6GCfTQNiffTJszqJ4GzfcbPv6y1xasfQiVdXhUU,1758598700,2025-09-23T03:38:20.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,9907000000000,in,2153711.39,9,SOL,1.0
3jqBrgrskYRJwGBYmkyvhEPZzcWDm2Vfwur7e1VdfQcbgyD7n9oRMFencuT4t4mtXmtFMp6HLhBWJkXCgfXZm5uP,1758598456,2025-09-23T03:34:16.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,9981000000000,in,2165564.42,9,SOL,1.0
43gQNoMexqY8Kewbamo86PYq6JhrbN1QhLb56zs13ZrzNt15yEfGS9sHed6BdHiudcxN5L1w6LtUkUT6Bx3zoPYe,1758597859,2025-09-23T03:24:19.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2104997300000,in,452904.54,9,SOL,1.0
61W7hDGqTPkDVkCmkGMjmBbVs3PL1Na71B6niM67FHPp9KVxZCXzAJqWLUtUFKf6Nv4dGgptyzsGtwFwNaM7T4JD,1758597793,2025-09-23T03:23:13.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,10976000000000,in,2361561.32,9,SOL,1.0
5RcXWRqk9sPHL1mteJhXNpxjMLSUgR8oGTqzG6rjgzcBgyg7sxCAnkaEgZiCAYYHjRvXEoksoFUVQe6C6W4MWX75,1758597257,2025-09-23T03:14:17.000Z,TRANSFER,8JUEoHNMbWM4eegcMvx6ZQJt3V3fbo8JNjpWiCtJgxfF,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,6525999900000,in,1388972.12,9,SOL,1.0
53SBofRisRWabscESNfTk1keYoHD6Yj2DeEty56bYAcjYQBS4P58ex7fzVi7HajwzTgJmNn4KAq2FyY4dmFgq2KT,1758596842,2025-09-23T03:07:22.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,5802995000000,in,1235741.7,9,SOL,1.0
3FJpSZkyVZWzh3jxx5ja3JSDrKsveKoaEhBf4ozzjT74xpcM3HtG9CBTZCVRqLcxcNCn9yxFG2kc6sWhYHQmYCcH,1758596574,2025-09-23T03:02:54.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1305990000000,in,278818.91,9,SOL,1.0
4S9UtKnJvF2KWiaHfSNbiUuSvhdKZjKVndhvacPGFW395w8iETGA6aFWKnEX94ivjDCtcCL41aCEfdrpDT5oCmhk,1758596230,2025-09-23T02:57:10.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,11180000000000,in,2399931.17,9,SOL,1.0
5Un7xsvKWeuQsLLzYAbAMxsumpB5eBJCUUqHAVyyPnBKvMs1hoFwktXGBJNozCrK8Uey4LS2uoba4RuaVqjQ7FGB,1758595734,2025-09-23T02:48:54.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2107997300000,in,455631.75,9,SOL,1.0
mkjAafxW5YyfM8nGdAXmSvMwfKbF71BcR8GdkUw5voVkMUofXsQu3Us6pdeAVDMxnLgcRngHef1jnMNrMTkJaKt,1758595130,2025-09-23T02:38:50.000Z,TRANSFER,DPqsobysNf5iA9w7zrQM8HLzCKZEDMkZsWbiidsAt1xo,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,6518999900000,in,1408136.58,9,SOL,1.0
67EaVfWc4cFYwZdXcr6nafdwZZ8H3pwLaixrfFPqqeDhJ38YBz7bhQfyLyNzi1NCB3FFSvex8KaanQy3SW2haSF,1758595104,2025-09-23T02:38:24.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,8014995000000,in,1731279.01,9,SOL,1.0
2eXnLJiWJdY81n1rmsEdrn2CR5sTV1g8KyUPL987ZCTvXi3MbWFvstb2qspngyJZJPJtaZ1fXW6LC6RyFU9V5iAT,1758595030,2025-09-23T02:37:10.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,727000000000,in,157035.64,9,SOL,1.0
2AB3go7PT9hh4Dyx89V48o8bZWY1dLDx4QmxgdTJ8igu9jWktEConMALV5i5PRExvvkr76d2n7se9AT28iYy9e9g,1758594348,2025-09-23T02:25:48.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2921997300000,in,633676.23,9,SOL,1.0
ZV5WUYuKpjMEw7LnjaBh4gipzLEh7Poa1n5H6ceyg1ctPJAQBjYeTSJs6wcn56q6LvTuvsiXGiaZ2vTiauZTYQm,1758593681,2025-09-23T02:14:41.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1290990000000,in,280463.07,9,SOL,1.0
3jWsWPK94L2k36wx11sXkbYLvXX8Gn9B9hReQ3HxzMzkaHrpaC7Zm17mCp4Q8V96K4A7os1mMj6zqugUH5UHUY7x,1758593636,2025-09-23T02:13:56.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,4809995000000,in,1044954.61,9,SOL,1.0
3o9ajMdWdGMseU74TzeR2hLosLgL33nAYAsiAXrTosyA76jxWoHkxPXdNDKpfBRgVDzmjGXvY8TB7T6eXBWfpacZ,1758593303,2025-09-23T02:08:23.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2530997300000,in,548464.87,9,SOL,1.0
STSyFLo49rhijFfkHRmiPe16pbnTMkEn8ZrudrgUnvd7pwUG9Cf12HuhwauAQvQBVS9f4rpxf8dTgKuiHN2JktS,1758592542,2025-09-23T01:55:42.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,5533995000000,in,1207280.95,9,SOL,1.0
3d4fvgU3Z5NMRW7g2soZhqUrbgemPh5549wPZNtYHKsYdFT9giGuE8E5649LkuN4AcEBkDTwHJDDzBTNzy8wsXbD,1758591665,2025-09-23T01:41:05.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1289990000000,in,281135.52,9,SOL,1.0
2ZhY7SzKM73UXVWniwAL2yEgNejJsjjLidAJp7uW2M1TVwuSnntUHd2rwVWUJXbfKiMivFzjfRWZF1Q57gmxv7hm,1758591563,2025-09-23T01:39:23.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,4846995000000,in,1058394.26,9,SOL,1.0
3inysh6XneHEm51eapPBH7ascYxnE5GkusQoggDaavMKTKmi99KbGyrKXCsivFhjmc8Xdg7BwP9aQns4Eoc9cC3n,1758591208,2025-09-23T01:33:28.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,5315995000000,in,1165478.36,9,SOL,1.0
5Daz5HTphjw8AcnrisYGG5dJXxn8fHZGKQMxcUm3QQbQFdyiQSETV6V6YWMbxpc4aq4Z4JngBU8g6yyBDFh6mQ5v,1758590848,2025-09-23T01:27:28.000Z,TRANSFER,FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,6430999900000,in,1409097.89,9,SOL,1.0
2d1Ffrdv3tw5Sf5Cs5BW1UHPWtnhBQH3NbNdPqRfJNRe9exSqqfvS1QWceLmdzMGR6E9z5B2HQUmi4REoXawTZzB,1758590176,2025-09-23T01:16:16.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,4916995000000,in,1074171.27,9,SOL,1.0
5UkbtaZETBcasx7ZnyjN7tz5HcFPWMmCzWdbF24XekWGCUz5E1k84JynMDab3cHEQUB8AwpFwMtki3vByMbTNDvv,1758590141,2025-09-23T01:15:41.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3175992000000,in,695856.25,9,SOL,1.0
2RDNZMYw7BQCh78TCHc8eoCio33puXpHG67HGF3KgoDHKrLXZSfMD3CSXFu9EQa9HizoX2yyfg3QyhCz872bkjjZ,1758588732,2025-09-23T00:52:12.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1281990000000,in,281523.99,9,SOL,1.0
5oUQegtGYb4XWsT52DL5mmdPGcA3CHLDmEpgBkLU8rMYe5H8Xujz6RqCSUfMBjxJ6R1r4Jyg18QPJxCjY6ctp6Px,1758586960,2025-09-23T00:22:40.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2094997300000,in,463586.22,9,SOL,1.0
3WthPEC3QoPwUYGMg88mNQ9mJ5KT9G76n6pamMzEM7aD4JUNhak4zsQtqB7M56HYhrhxiJqV8Tgwa2hextfGZpR8,1758586492,2025-09-23T00:14:52.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,5124995000000,in,1127796.05,9,SOL,1.0
5kbbEZ5PceQ4rV9KjuQACxeqMCx9jEjAgpKGKcpYjxoUBZ9N1Kx1ymhZC2PfsJuLZaJzZCZh44NLqxff1fNZY3Uk,1758586120,2025-09-23T00:08:40.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1314990000000,in,290038.03,9,SOL,1.0
5tfrXQf1mo2rmGknqzjMXdPDAmeSoGgi84W7ce2WvAemxviuUmuSmX14k8QYyjGCMcdu347ri4Vvr493wChqe5T8,1758585830,2025-09-23T00:03:50.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,9581000000000,in,2111413.05,9,SOL,1.0
5oVQzrGQQ96ijbRS8i2b1poFkRKeNUa6eMoRJP6WiM4WuHKoLmKATDeA61UZG569CasvgGvQYRbsyirEN5VNtQLo,1758584997,2025-09-22T23:49:57.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1271990000000,in,280104.28,9,SOL,1.0
5gpKyy1WzDftANQ7y7gBHwAdXm7357ScAZtGQP1AX1bzdEAzsfF4nhsFYfpCqaXQEhU2wKFVEaFhMq4gJNaMX8D6,1758584432,2025-09-22T23:40:32.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3275992000000,in,721549.79,9,SOL,1.0
3ote4PiY8CNuzdSTLpLy5y8oZqmHcuyWrLDqKnZigUNJJ8Jp7ydzDrGVY8nxMQ2JHWi37QHudM9NXKQV45dUhtDo,1758584130,2025-09-22T23:35:30.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,741000000000,in,163220.17,9,SOL,1.0
3nBK4AdNXhgFCo5xADhWAhgamkUpSKwQBG2FXgqnG4SwoCw6mu3NGFdaUsGiSy1txdj2CJatTgsPmSJ7B9iwkC4K,1758583759,2025-09-22T23:29:19.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,748000000000,in,164947.86,9,SOL,1.0
fboWFg9rfWgkBANeyBkmX1BCZ9YvtwXTRTu3SM9rL1LVYSguwXu7eCWYSiLAririJkkrcQSDGaSCyUmeLyJMzjB,1758583267,2025-09-22T23:21:07.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,722000000000,in,158941.92,9,SOL,1.0
B88o8hQs4jZNd8DdxwHJSsLS8Zuew49ASmH9HbC88iiMzdMgvLNnqSR7pLCz2TduGJ4hZr9mF3CpVKqmaxtTT3E,1758583182,2025-09-22T23:19:42.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1344990000000,in,296087.66,9,SOL,1.0
xoHU2cA2ESo41B3SqzH4FK8wwtTmbSpnqA8WEoLRt4oiEDm7N29yNnXsQUAVdEx2jgemYdoupCfdtwFj82HUjGh,1758582241,2025-09-22T23:04:01.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,877000000000,in,192893.36,9,SOL,1.0
613BKvNy3ouj5vsQzNpTWWYKL6JM1RJRcRNx8CgP3zxnR4CRc6im8FBXb5CZbBD9eJ4i1oy76ojp4EUrvgohz2RL,1758581977,2025-09-22T22:59:37.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,9571000000000,in,2106103.36,9,SOL,1.0
3FmRCWYYHqHKVRN2KtHhpLxny2sxpis464iL9du1Mk21cP6k8P61WHLzynQdiuSvHknR97qyPPaNyUuc39YxjGGX,1758581538,2025-09-22T22:52:18.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,724000000000,in,159422.06,9,SOL,1.0
RJfYNX4YLiS3aUGHdL8ktRthoNxSLxDAtcbbotLYNmDPFAWqC6cZpdt9NUcu1XQVKoUnT8kgi7qTCk4qZkhbo4t,1758580720,2025-09-22T22:38:40.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1331990000000,in,293196.62,9,SOL,1.0
37GXgAtFM3kk27qneQtwDcxRxNdC4rjM1ywRKkGnPzdwXcfczWQCdBXawWrFr3LDagfhxku2nEgCDex8i7uqScCv,1758580275,2025-09-22T22:31:15.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,726000000000,in,159708.39,9,SOL,1.0
4k15ZxJpBMAhoHEzFhiqCmMHu8uopwbkgEyHscaS67RCtA8W6TUEVAsw5FQNdJ6ukm9AFeKbtQqQUT5fTJxoHJoq,1758579590,2025-09-22T22:19:50.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1281990000000,in,282692.45,9,SOL,1.0
5MrXbJHdTZR4cLvLA5Z9LdZgZQwitEqGZ7PGqZqP1aFb6rG3YfpmFKwu5mChriquWcXtZbtuTwj3jdoKUD94iuxk,1758579206,2025-09-22T22:13:26.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,729000000000,in,160709.95,9,SOL,1.0
3UjjMfrN1Uv3AKU8Tj58acx7iD6K13ZYAfTtrgAqjyZiZhtCA19x5LyttGaTRKZddjbtZtU38Vk3nsvJwe2AFUWA,1758578872,2025-09-22T22:07:52.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,739000000000,in,163043.17,9,SOL,1.0
MAy6dNkAwPnPE5PwqY8sN6ww6142GFBrwMHTq6DhgHiAQF1u3VaxAejdyqn6S3RJj7wRvfPaeindsPtpzSWcsUt,1758578303,2025-09-22T21:58:23.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2114997300000,in,467153.76,9,SOL,1.0
2nQVYpmq4Uhn6KVmswe5ErEV1kiaqu1d1ZnFZJKUjtGNpNPZjQ6X7h9K8pTJJv5BvhmpGW8iirJjo9GEJis7M3hs,1758578252,2025-09-22T21:57:32.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,727000000000,in,160577.41,9,SOL,1.0
4Z37wS7MeDq7Z69Qsg8VntUg5tj9EmggoXgQpaX6UUwaNvqpLwxbD6g64sxXxRoQ49LSDpaU6SKqfhVXRuZU3z5W,1758577656,2025-09-22T21:47:36.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,720000000000,in,158998.65,9,SOL,1.0
2sBDYmMfuUsCy8zgsgnVxM98G7Lb6ihiACqfH5VmNKGBqu8UEr61aMY2p7WdmoJ5k8c6DGcqDp7GbszccLHhX5cR,1758577129,2025-09-22T21:38:49.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,12076000000000,in,2664702.14,9,SOL,1.0
DUe2zXUN6cUfeseuWiMQqLjjxKPKpyna7fHNpjTVuJfCF6oensuHnYhnzrbtFGK3RVnxzGSr24h3Xk3R9n2jN6s,1758576452,2025-09-22T21:27:32.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,703000000000,in,155043.47,9,SOL,1.0
3yP4SKmJx66dpR9XWDgKcWWULFtJVCuD4BsjLpuvQQKt63rjpbfkE6nezBJQBkqogp7wm1NWZQcsGuiJmasLoug4,1758576212,2025-09-22T21:23:32.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,9807000000000,in,2161323.42,9,SOL,1.0
